AuthoritativeLabel,Predicate,Subject ARK,Sample Object,Object Counts
"Doppler, Karl",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5974291h,http://library.ucsd.edu/dc/object/bb72712297,1
"Matuz, Istvan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8226868t,http://library.ucsd.edu/dc/object/bb9523807h,1
"Zwannenburg, Jos",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1742169v,http://library.ucsd.edu/dc/object/bb3039107n,1
"Harty, Sir Hamilton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9182510h,http://library.ucsd.edu/dc/object/bb0479358f,1
"Montsalvage, Xavier",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8841210b,http://library.ucsd.edu/dc/object/bb9353749g,3
"Guastavino, Carlos",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6247327p,http://library.ucsd.edu/dc/object/bb75442704,3
"Clutsam, G.H.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb33462785,http://library.ucsd.edu/dc/object/bb4609088t,1
"Gaynor, Jessie L.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb07524017,http://library.ucsd.edu/dc/object/bb2049340x,1
"Weedmark, Anita",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8158608n,http://library.ucsd.edu/dc/object/bb9455549r,1
"Crockett, Donald",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6520370v,http://library.ucsd.edu/dc/object/bb7817308g,1
"Bunger, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3960619x,http://library.ucsd.edu/dc/object/bb52575573,1
"Matamoros, Gustavo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3278020b,http://library.ucsd.edu/dc/object/bb4574961h,1
"Maritrano, Salvatore",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8738822q,http://library.ucsd.edu/dc/object/bb62132309,7
"Gabriel, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb58036373,http://library.ucsd.edu/dc/object/bb71005782,1
"Torke, Michael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1264350g,http://library.ucsd.edu/dc/object/bb2561291k,1
"Tuomela, Tapio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4745608v,http://library.ucsd.edu/dc/object/bb6042549t,2
"Lambert, Constant",dams:personalName,http://library.ucsd.edu/ark:/20775/bb50527776,http://library.ucsd.edu/dc/object/bb6315589w,2
"Antheil, George",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2458901j,http://library.ucsd.edu/dc/object/bb96603558,4
"Seeger, Ruth Crawford",dams:personalName,http://library.ucsd.edu/ark:/20775/bb72712302,http://library.ucsd.edu/dc/object/bb5838261v,8
"Swedensky, Linda",dams:personalName,http://library.ucsd.edu/ark:/20775/bb85340417,http://library.ucsd.edu/dc/object/bb9899241t,9
"Penrose, Christopher",dams:personalName,http://library.ucsd.edu/ark:/20775/bb36875790,http://library.ucsd.edu/dc/object/bb97285915,11
"Compere, Loyset",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9762718v,http://library.ucsd.edu/dc/object/bb28349351,3
"Benson, Warren",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6861668t,http://library.ucsd.edu/dc/object/bb8124480p,3
"Althouse, Jay",dams:personalName,http://library.ucsd.edu/ark:/20775/bb90459912,http://library.ucsd.edu/dc/object/bb1912820z,2
"Frishberg, Dave",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2868462g,http://library.ucsd.edu/dc/object/bb4165402j,1
"Golia, Vinny",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1230219z,http://library.ucsd.edu/dc/object/bb7817910h,6
"Kunst, Jos",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2185859h,http://library.ucsd.edu/dc/object/bb6315590q,2
"Bons, Joel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9626200s,http://library.ucsd.edu/dc/object/bb76125293,2
"Oliver, Mary",dams:personalName,http://library.ucsd.edu/ark:/20775/bb57353826,http://library.ucsd.edu/dc/object/bb70323228,2
"Eisma, Will",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1878690v,http://library.ucsd.edu/dc/object/bb3141499s,1
"Tomasson, Haukur",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8943602v,http://library.ucsd.edu/dc/object/bb5257560z,2
"Mateus, Cesar",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3789969g,http://library.ucsd.edu/dc/object/bb5052778q,1
"Smith, Paul",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7305357f,http://library.ucsd.edu/dc/object/bb8602300h,2
"Fleck, R. J.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4745609c,http://library.ucsd.edu/dc/object/bb93531624,5
"Schat, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7919699v,http://library.ucsd.edu/dc/object/bb0513488x,1
"Wagemans, Peter-Jan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5359949m,http://library.ucsd.edu/dc/object/bb6656888p,1
"Kabat, Julie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9865109s,http://library.ucsd.edu/dc/object/bb8568169k,5
"Chasalow, Eric",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0479360s,http://library.ucsd.edu/dc/object/bb1776299j,1
"Shatin, Judith",dams:personalName,http://library.ucsd.edu/ark:/20775/bb78855730,http://library.ucsd.edu/dc/object/bb6315614c,2
"Chadbourne, Eugene",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3994749m,http://library.ucsd.edu/dc/object/bb52916892,1
"Bokser, Zelman",dams:personalName,http://library.ucsd.edu/ark:/20775/bb84999109,http://library.ucsd.edu/dc/object/bb9796852x,1
"Ung, Chinary",dams:personalName,http://library.ucsd.edu/ark:/20775/bb59060281,http://library.ucsd.edu/dc/object/bb33127532,21
"Brody, Martin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2049341f,http://library.ucsd.edu/dc/object/bb3346280h,1
"Osborn, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7817310t,http://library.ucsd.edu/dc/object/bb4950860h,28
"Jackson, Bryan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8772950m,http://library.ucsd.edu/dc/object/bb0069800c,1
"Borne, Francois",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7168840d,http://library.ucsd.edu/dc/object/bb5701730r,2
"Sitsky, Larry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8056219p,http://library.ucsd.edu/dc/object/bb9353161m,3
"Koussevitzky, Serge",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5496468f,http://library.ucsd.edu/dc/object/bb91147375,8
"Gomez, Carlos A.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb12643510,http://library.ucsd.edu/dc/object/bb25612923,1
"Codina, Genaro",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7066450x,http://library.ucsd.edu/dc/object/bb4575555q,2
"Gragnani, Fillippo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4131271q,http://library.ucsd.edu/dc/object/bb8568172f,2
"Riccio, Giovanbattista",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4097140q,http://library.ucsd.edu/dc/object/bb5394079g,1
"Amos, Tom",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4438440k,http://library.ucsd.edu/dc/object/bb5701249n,1
"Khacheh, Kamran",dams:personalName,http://library.ucsd.edu/ark:/20775/bb37558414,http://library.ucsd.edu/dc/object/bb50527797,1
"Chen, Woan-Rong",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6622762c,http://library.ucsd.edu/dc/object/bb79197009,1
"Musset, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0172189k,http://library.ucsd.edu/dc/object/bb1469130c,1
"Carr, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7578401z,http://library.ucsd.edu/dc/object/bb88753401,1
"Dale, Warren",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4984521j,http://library.ucsd.edu/dc/object/bb62814631,1
"Service, Doug",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2424770q,http://library.ucsd.edu/dc/object/bb44725753,2
"Granelli, Jerry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5940161t,http://library.ucsd.edu/dc/object/bb8534042r,1
"Clayton, Jay",dams:personalName,http://library.ucsd.edu/ark:/20775/bb72371025,http://library.ucsd.edu/dc/object/bb8534042r,1
"Hamilton, Arthur",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6895800g,http://library.ucsd.edu/dc/object/bb8192742z,1
"Hart, Lorenz",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4336051m,http://library.ucsd.edu/dc/object/bb7749663r,4
"Schwartz, Arthur",dams:personalName,http://library.ucsd.edu/ark:/20775/bb17421716,http://library.ucsd.edu/dc/object/bb3039110h,1
"Dietz, Howard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb04452324,http://library.ucsd.edu/dc/object/bb3039110h,1
"Schnabel, Dieter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5291690w,http://library.ucsd.edu/dc/object/bb6554499q,2
"Opferkuch, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2697810v,http://library.ucsd.edu/dc/object/bb9387293b,3
"Jacquet de La Guerre, Elisabeth-Claude",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7817311b,http://library.ucsd.edu/dc/object/bb91142508,1
"Verdicchio, Pasquale",dams:personalName,http://library.ucsd.edu/ark:/20775/bb87729514,http://library.ucsd.edu/dc/object/bb7305359g,2
"Ulman, Erik",dams:personalName,http://library.ucsd.edu/ark:/20775/bb42336616,http://library.ucsd.edu/dc/object/bb92853813,40
"Rodriguez, Marcela",dams:personalName,http://library.ucsd.edu/ark:/20775/bb03087118,http://library.ucsd.edu/dc/object/bb58377736,2
"Sacks, Ruth Meyer",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3824103w,http://library.ucsd.edu/dc/object/bb5121043b,1
"Glazunov, Alexander",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9967501m,http://library.ucsd.edu/dc/object/bb97292070,2
Washington,dams:personalName,http://library.ucsd.edu/ark:/20775/bb63497201,http://library.ucsd.edu/dc/object/bb8943603c,1
Kaper,dams:personalName,http://library.ucsd.edu/ark:/20775/bb76466614,http://library.ucsd.edu/dc/object/bb8943603c,1
"Green, Johnny",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3789971t,http://library.ucsd.edu/dc/object/bb5086912d,1
Thomas,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4404311d,http://library.ucsd.edu/dc/object/bb5701250g,1
"Trombino, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb98651114,http://library.ucsd.edu/dc/object/bb9045996n,2
"Delibes, Leo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8226871p,http://library.ucsd.edu/dc/object/bb9763332b,8
"Edwards, Ross",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8841212c,http://library.ucsd.edu/dc/object/bb28684892,2
"Bach, Johann Christoph Friedrich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1093702x,http://library.ucsd.edu/dc/object/bb23906410,2
"David, Ferdinand",dams:personalName,http://library.ucsd.edu/ark:/20775/bb46432217,http://library.ucsd.edu/dc/object/bb5940162b,1
"Loy, Gareth",dams:personalName,http://library.ucsd.edu/ark:/20775/bb26636833,http://library.ucsd.edu/dc/object/bb74077629,2
"Broughton, Bruce",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29708526,http://library.ucsd.edu/dc/object/bb4233662q,1
Tamasan,dams:personalName,http://library.ucsd.edu/ark:/20775/bb6793411h,http://library.ucsd.edu/dc/object/bb80562211,1
"Byard, Jaki",dams:personalName,http://library.ucsd.edu/ark:/20775/bb15715224,http://library.ucsd.edu/dc/object/bb2868464h,1
"Firsova, Elena",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4779743f,http://library.ucsd.edu/dc/object/bb9592641p,3
"Kothman, Keith",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9592073g,http://library.ucsd.edu/dc/object/bb97286039,6
"Applebaum, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4438442m,http://library.ucsd.edu/dc/object/bb6691046k,42
"Ozab, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb18445626,http://library.ucsd.edu/dc/object/bb3824106f,3
"Lean, Philip",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7953831r,http://library.ucsd.edu/dc/object/bb9489692s,9
"Rigler, Jane",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1503265f,http://library.ucsd.edu/dc/object/bb3755868q,7
"Goldstein, Malcolm",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0206323t,http://library.ucsd.edu/dc/object/bb8397532b,5
"Dallinger, Fridolin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb11619623,http://library.ucsd.edu/dc/object/bb2458903k,1
"Strauss, Johann",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8602302j,http://library.ucsd.edu/dc/object/bb5599218q,5
"Key, Steve",dams:personalName,http://library.ucsd.edu/ark:/20775/bb95579423,http://library.ucsd.edu/dc/object/bb9967503n,7
"Borodin, Alexander",dams:personalName,http://library.ucsd.edu/ark:/20775/bb30732430,http://library.ucsd.edu/dc/object/bb7578402g,5
"Ewald, Victor",dams:personalName,http://library.ucsd.edu/ark:/20775/bb92166418,http://library.ucsd.edu/dc/object/bb0513491s,1
"Cotti, Antonio",dams:personalName,http://library.ucsd.edu/ark:/20775/bb40288833,http://library.ucsd.edu/dc/object/bb5325824t,1
"Danzi, Franz",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1469132d,http://library.ucsd.edu/dc/object/bb9968106t,4
"Boulanger, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9489683t,http://library.ucsd.edu/dc/object/bb0786531x,1
"Mantel, Mark",dams:personalName,http://library.ucsd.edu/ark:/20775/bb30391111,http://library.ucsd.edu/dc/object/bb4336053n,1
"Mowry, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0445233n,http://library.ucsd.edu/dc/object/bb1742172q,1
"Victoria, Tomas Luis de",dams:personalName,http://library.ucsd.edu/ark:/20775/bb97627227,http://library.ucsd.edu/dc/object/bb2118189d,6
Daniela Boassa,dams:personalName,http://library.ucsd.edu/ark:/20775/bb5429144n,http://library.ucsd.edu/dc/object/bb5326759t,14
"Penrose, Chris",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7817312v,http://library.ucsd.edu/dc/object/bb91142529,1
"Pelz-Sherman, Michael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2663684m,http://library.ucsd.edu/dc/object/bb8943606x,10
KIVA,dams:personalName,http://library.ucsd.edu/ark:/20775/bb0069803x,http://library.ucsd.edu/dc/object/bb26642559,3
"Rosenman, Leonard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb74760141,http://library.ucsd.edu/dc/object/bb8772952n,1
"Blaustein, Susan",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3619325s,http://library.ucsd.edu/dc/object/bb4882134m,1
"Kraft, William",dams:personalName,http://library.ucsd.edu/ark:/20775/bb71347159,http://library.ucsd.edu/dc/object/bb54282414,2
"Glinka, Michael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8090354h,http://library.ucsd.edu/dc/object/bb3244492r,3
"Braun, Yehezkiel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29367228,http://library.ucsd.edu/dc/object/bb42336637,1
"Loeffler, Charles Martin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0342844r,http://library.ucsd.edu/dc/object/bb16397822,1
"Hauta-aho, T.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb48480014,http://library.ucsd.edu/dc/object/bb61449425,1
"Kronengold, Charles",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7100582f,http://library.ucsd.edu/dc/object/bb93190326,9
"Linan, Rafael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9011863d,http://library.ucsd.edu/dc/object/bb9933373b,20
"Giger, Hannes",dams:personalName,http://library.ucsd.edu/ark:/20775/bb73736233,http://library.ucsd.edu/dc/object/bb86705625,4
"Mizushima, Kazue",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4779744z,http://library.ucsd.edu/dc/object/bb6076685x,3
"Wasserman, Ute",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2219994n,http://library.ucsd.edu/dc/object/bb3516934v,1
"McQuillan, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb70323249,http://library.ucsd.edu/dc/object/bb91825200,3
"Ishii, Maki",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6691024k,http://library.ucsd.edu/dc/object/bb4165793r,2
"Kanno, Yoshiro",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2834332s,http://library.ucsd.edu/dc/object/bb41312748,1
"Maw, Nicholas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb76466635,http://library.ucsd.edu/dc/object/bb8056251g,2
"Husa, Karel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6656891j,http://library.ucsd.edu/dc/object/bb64521357,4
"Weinberger, Jaromir",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4063013k,http://library.ucsd.edu/dc/object/bb2766555t,4
"Franchiski, Moosh",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1469133x,http://library.ucsd.edu/dc/object/bb27660741,1
"Cahn, William",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3721713g,http://library.ucsd.edu/dc/object/bb50186546,1
"Lewis, George",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3414544c,http://library.ucsd.edu/dc/object/bb8432257j,33
"Schaeffer, Boguslaw",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0820663f,http://library.ucsd.edu/dc/object/bb9523812d,3
"Helps, Robert",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1435002q,http://library.ucsd.edu/dc/object/bb2731942c,1
"Babbitt, Milton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8841213w,http://library.ucsd.edu/dc/object/bb78176676,8
"Kuliyev, Javanshir",dams:personalName,http://library.ucsd.edu/ark:/20775/bb49845243,http://library.ucsd.edu/dc/object/bb62814652,1
"Beach, H. H. A.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9796854z,http://library.ucsd.edu/dc/object/bb1093703f,1
"Atchley, Kenneth",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2356514m,http://library.ucsd.edu/dc/object/bb36193269,1
"Stravinsky, Soulima",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7168842f,http://library.ucsd.edu/dc/object/bb84657821,1
"Kolz, Ernst",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4574965k,http://library.ucsd.edu/dc/object/bb58719048,1
"Johns, Donald",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0718273q,http://library.ucsd.edu/dc/object/bb20152149,1
"Marias, Paul des",dams:personalName,http://library.ucsd.edu/ark:/20775/bb81244837,http://library.ucsd.edu/dc/object/bb9421422x,1
"Gilmore, Bernard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb55306060,http://library.ucsd.edu/dc/object/bb6827545t,1
"Imbrie, Andrew",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29708547,http://library.ucsd.edu/dc/object/bb4267795z,1
"Planchart, Alejandro",dams:personalName,http://library.ucsd.edu/ark:/20775/bb77831841,http://library.ucsd.edu/dc/object/bb9080123k,1
traditional,dams:personalName,http://library.ucsd.edu/ark:/20775/bb39264969,http://library.ucsd.edu/dc/object/bb77490543,8
"Tallis, Thomas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7134716t,http://library.ucsd.edu/dc/object/bb8397525d,2
Julia M. George,dams:personalName,http://library.ucsd.edu/ark:/20775/bb3347212k,http://library.ucsd.edu/dc/object/bb2391572x,7
Minju Hwang,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4610021z,http://library.ucsd.edu/dc/object/bb2391572x,7
Junru Hu,dams:personalName,http://library.ucsd.edu/ark:/20775/bb5906961c,http://library.ucsd.edu/dc/object/bb2391572x,9
Mary Ann Yang,dams:personalName,http://library.ucsd.edu/ark:/20775/bb7203902z,http://library.ucsd.edu/dc/object/bb2391572x,7
"Cameron, Richard",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0001544f,http://library.ucsd.edu/dc/object/bb12643552,1
"Dutilleux, Henri",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6110812g,http://library.ucsd.edu/dc/object/bb76128879,5
"York, Andrew",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3516935c,http://library.ucsd.edu/dc/object/bb4813874f,1
"Torroba, Federico Moreno",dams:personalName,http://library.ucsd.edu/ark:/20775/bb19128241,http://library.ucsd.edu/dc/object/bb8943607f,2
"Mudarra, Alonso",dams:personalName,http://library.ucsd.edu/ark:/20775/bb57695131,http://library.ucsd.edu/dc/object/bb7066452z,2
"Beaser, Robert",dams:personalName,http://library.ucsd.edu/ark:/20775/bb54282168,http://library.ucsd.edu/dc/object/bb6725154t,1
"Smith, Paul Ely",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6076686f,http://library.ucsd.edu/dc/object/bb73394963,1
"Korf, Anthony",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5052781k,http://library.ucsd.edu/dc/object/bb63497222,1
"Gandolfi, Michael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2458905m,http://library.ucsd.edu/dc/object/bb37558435,1
"Brown, Chris",dams:personalName,http://library.ucsd.edu/ark:/20775/bb08547955,http://library.ucsd.edu/dc/object/bb95579444,2
"Reicha, Anton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb43701843,http://library.ucsd.edu/dc/object/bb5667123j,1
"Elster, Steven",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5018655q,http://library.ucsd.edu/dc/object/bb6281466k,1
"Koenig, Laura",dams:personalName,http://library.ucsd.edu/ark:/20775/bb37217140,http://library.ucsd.edu/dc/object/bb6281466k,2
"Schwartz, Ann",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4677356h,http://library.ucsd.edu/dc/object/bb5974295k,1
"Taylor, George",dams:personalName,http://library.ucsd.edu/ark:/20775/bb43360545,http://library.ucsd.edu/dc/object/bb5632996v,1
"East, Michael",dams:personalName,http://library.ucsd.edu/ark:/20775/bb07524059,http://library.ucsd.edu/dc/object/bb2015215t,1
"Moore, Douglas",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1366745j,http://library.ucsd.edu/dc/object/bb5530607h,2
"Dell'Acqua, Eva",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6179076v,http://library.ucsd.edu/dc/object/bb7476015j,2
"Whitsitt, James",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3619327t,http://library.ucsd.edu/dc/object/bb4916265c,2
Jeff Martell,dams:personalName,http://library.ucsd.edu/ark:/20775/bb2186794t,http://library.ucsd.edu/dc/object/bb73745541,1
Alice Ting,dams:personalName,http://library.ucsd.edu/ark:/20775/bb34837341,http://library.ucsd.edu/dc/object/bb73745541,1
Hiro [Hiroyuki Itoh?],dams:personalName,http://library.ucsd.edu/ark:/20775/bb6144943p,http://library.ucsd.edu/dc/object/bb8738826s,1
Kazve,dams:personalName,http://library.ucsd.edu/ark:/20775/bb74418859,http://library.ucsd.edu/dc/object/bb8738826s,1
"Haydn, Michael Joseph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb09571863,http://library.ucsd.edu/dc/object/bb2254125n,1
"Mozart, Leopold",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7100583z,http://library.ucsd.edu/dc/object/bb3073850m,3
"Mozart, Franz Xavier",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4506702d,http://library.ucsd.edu/dc/object/bb58036420,1
William Dauer,dams:personalName,http://library.ucsd.edu/ark:/20775/bb08557256,http://library.ucsd.edu/dc/object/bb86032340,2
Thomas Molina,dams:personalName,http://library.ucsd.edu/ark:/20775/bb2152665n,http://library.ucsd.edu/dc/object/bb86032340,2
"Griswold, Erik",dams:personalName,http://library.ucsd.edu/ark:/20775/bb64179848,http://library.ucsd.edu/dc/object/bb6452491d,30
"Guy, Barry",dams:personalName,http://library.ucsd.edu/ark:/20775/bb25612965,http://library.ucsd.edu/dc/object/bb3858233k,1
"Brugger, Martin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb99675045,http://library.ucsd.edu/dc/object/bb1264356k,1
"Weidenaar, Reynold",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7373624m,http://library.ucsd.edu/dc/object/bb32783986,2
"Favors, Malachi",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4813875z,http://library.ucsd.edu/dc/object/bb6076687z,1
"Kannofsky, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0923053v,http://library.ucsd.edu/dc/object/bb22199955,1
"Gotteschewski, Agnes",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8329264n,http://library.ucsd.edu/dc/object/bb9626203b,6
"Reck, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3175635h,http://library.ucsd.edu/dc/object/bb44725774,1
"Gaber, Harley",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7953833s,http://library.ucsd.edu/dc/object/bb92507758,1
"Barken, Elaine",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7612533g,http://library.ucsd.edu/dc/object/bb8909474b,1
"Winiarz, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9865114p,http://library.ucsd.edu/dc/object/bb1161965n,1
"Pappas, Kitty",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3755844p,http://library.ucsd.edu/dc/object/bb1605663c,9
UCSD Gospel Choir,dams:personalName,http://library.ucsd.edu/ark:/20775/bb1776303j,http://library.ucsd.edu/dc/object/bb6861680n,4
UCSD Jazz Ensemble,dams:personalName,http://library.ucsd.edu/ark:/20775/bb9182514k,http://library.ucsd.edu/dc/object/bb1161989p,6
"Leontovich, M.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7578404h,http://library.ucsd.edu/dc/object/bb8841215x,1
"Elliot, Alanzo Zo",dams:personalName,http://library.ucsd.edu/ark:/20775/bb46432238,http://library.ucsd.edu/dc/object/bb5940165w,1
Andrew D. McCulloch,dams:personalName,http://library.ucsd.edu/ark:/20775/bb27328718,http://library.ucsd.edu/dc/object/bb7886502h,1
Meckler,dams:personalName,http://library.ucsd.edu/ark:/20775/bb3004985v,http://library.ucsd.edu/dc/object/bb6895804j,1
Decker,dams:personalName,http://library.ucsd.edu/ark:/20775/bb55988629,http://library.ucsd.edu/dc/object/bb6895804j,1
Main,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4301922h,http://library.ucsd.edu/dc/object/bb6895804j,1
"Jarvinen, Arthur",dams:personalName,http://library.ucsd.edu/ark:/20775/bb78514439,http://library.ucsd.edu/dc/object/bb91483862,1
Aaron M. Kerlin,dams:personalName,http://library.ucsd.edu/ark:/20775/bb0616814v,http://library.ucsd.edu/dc/object/bb8842147c,1
Arthur W. Wetzel,dams:personalName,http://library.ucsd.edu/ark:/20775/bb5429146p,http://library.ucsd.edu/dc/object/bb8842147c,1
David Gutmann,dams:personalName,http://library.ucsd.edu/ark:/20775/bb0275515h,http://library.ucsd.edu/dc/object/bb5531548x,4
Da-Yong Lee,dams:personalName,http://library.ucsd.edu/ark:/20775/bb76817255,http://library.ucsd.edu/dc/object/bb5531548x,4
Joell Solan,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4746546q,http://library.ucsd.edu/dc/object/bb60776170,2
